db.Total.Records,db.Year.of.Breach
501,2011
501,2011
501,2011
506,2011
506,2011
507,2011
514,2011
514,2011
518,2011
518,2011
520,2011
520,2011
532,2011
546,2011
546,2011
550,2011
550,2011
551,2011
563,2011
563,2011
566,2011
566,2011
567,2011
579,2011
581,2011
599,2011
600,2011
600,2011
600,2011
611,2011
611,2011
617,2011
620,2011
621,2011
625,2011
635,2011
635,2011
638,2011
638,2011
639,2011
650,2011
650,2011
650,2011
654,2011
654,2011
654,2011
656,2011
656,2011
667,2011
667,2011
670,2011
670,2011
675,2011
686,2011
688,2011
694,2011
694,2011
699,2011
700,2011
700,2011
705,2011
705,2011
712,2011
720,2011
731,2011
750,2011
750,2011
757,2011
757,2011
765,2011
772,2011
800,2011
800,2011
800,2011
800,2011
810,2011
810,2011
815,2011
815,2011
828,2011
845,2011
850,2011
863,2011
863,2011
864,2011
870,2011
878,2011
878,2011
880,2011
880,2011
884,2011
884,2011
927,2011
927,2011
935,2011
935,2011
942,2011
950,2011
950,2011
950,2011
"1,000",2011
"1,000",2011
"1,000",2011
"1,000",2011
"1,008",2011
"1,008",2011
"1,031",2011
"1,070",2011
"1,086",2011
"1,089",2011
"1,100",2011
"1,100",2011
"1,105",2011
"1,105",2011
"1,180",2011
"1,192",2011
"1,200",2011
"1,200",2011
"1,200",2011
"1,200",2011
"1,200",2011
"1,200",2011
"1,215",2011
"1,226",2011
"1,250",2011
"1,250",2011
"1,259",2011
"1,263",2011
"1,280",2011
"1,280",2011
"1,288",2011
"1,288",2011
"1,300",2011
"1,300",2011
"1,300",2011
"1,311",2011
"1,336",2011
"1,378",2011
"1,388",2011
"1,400",2011
"1,400",2011
"1,400",2011
"1,432",2011
"1,438",2011
"1,470",2011
"1,472",2011
"1,472",2011
"1,475",2011
"1,500",2011
"1,500",2011
"1,500",2011
"1,536",2011
"1,537",2011
"1,537",2011
"1,562",2011
"1,597",2011
"1,631",2011
"1,691",2011
"1,696",2011
"1,696",2011
"1,700",2011
"1,700",2011
"1,770",2011
"1,770",2011
"1,797",2011
"1,800",2011
"1,800",2011
"1,800",2011
"1,800",2011
"1,800",2011
"1,800",2011
"1,814",2011
"1,848",2011
"1,870",2011
"1,870",2011
"1,900",2011
"1,938",2011
"1,986",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,000",2011
"2,012",2011
"2,021",2011
"2,059",2011
"2,059",2011
"2,184",2011
"2,185",2011
"2,200",2011
"2,200",2011
"2,200",2011
"2,200",2011
"2,209",2011
"2,250",2011
"2,250",2011
"2,291",2011
"2,300",2011
"2,334",2011
"2,367",2011
"2,370",2011
"2,400",2011
"2,400",2011
"2,400",2011
"2,400",2011
"2,450",2011
"2,464",2011
"2,500",2011
"2,500",2011
"2,541",2011
"2,600",2011
"2,600",2011
"2,600",2011
"2,600",2011
"2,600",2011
"2,621",2011
"2,700",2011
"2,700",2011
"2,700",2011
"2,717",2011
"2,761",2011
"2,777",2011
"2,777",2011
"2,800",2011
"2,900",2011
"2,900",2011
"2,900",2011
"2,979",2011
"2,988",2011
"3,000",2011
"3,000",2011
"3,000",2011
"3,000",2011
"3,079",2011
"3,100",2011
"3,116",2011
"3,116",2011
"3,150",2011
"3,150",2011
"3,150",2011
"3,192",2011
"3,200",2011
"3,266",2011
"3,463",2011
"3,482",2011
"3,500",2011
"3,589",2011
"3,590",2011
"3,600",2011
"3,604",2011
"3,655",2011
"3,655",2011
"3,897",2011
"3,950",2011
"3,950",2011
"3,994",2011
"4,000",2011
"4,000",2011
"4,000",2011
"4,000",2011
"4,200",2011
"4,200",2011
"4,300",2011
"4,486",2011
"4,500",2011
"4,500",2011
"4,500",2011
"4,573",2011
"4,693",2011
"4,800",2011
"4,800",2011
"4,900",2011
"5,000",2011
"5,000",2011
"5,000",2011
"5,000",2011
"5,000",2011
"5,400",2011
"5,596",2011
"5,600",2011
"5,800",2011
"5,848",2011
"5,960",2011
"6,000",2011
"6,000",2011
"6,000",2011
"6,006",2011
"6,030",2011
"6,500",2011
"6,672",2011
"7,019",2011
"7,059",2011
"7,093",2011
"7,226",2011
"7,366",2011
"7,500",2011
"7,500",2011
"7,566",2011
"7,581",2011
"7,602",2011
"7,971",2011
"8,000",2011
"8,000",2011
"8,000",2011
"8,241",2011
"8,241",2011
"8,275",2011
"8,795",2011
"8,845",2011
"8,845",2011
"9,000",2011
"9,393",2011
"9,497",2011
"9,922",2011
"10,000",2011
"10,000",2011
"10,000",2011
"10,000",2011
"10,000",2011
"10,000",2011
"10,000",2011
"10,190",2011
"10,190",2011
"10,345",2011
"10,345",2011
"10,705",2011
"11,081",2011
"11,387",2011
"11,982",2011
"12,000",2011
"12,000",2011
"12,000",2011
"12,000",2011
"12,009",2011
"12,563",2011
"12,563",2011
"12,784",2011
"12,800",2011
"12,815",2011
"13,000",2011
"13,000",2011
"13,000",2011
"13,079",2011
"13,412",2011
"13,412",2011
"13,500",2011
"14,000",2011
"14,000",2011
"14,475",2011
"14,500",2011
"14,623",2011
"14,750",2011
"15,000",2011
"15,000",2011
"15,677",2011
"15,727",2011
"16,000",2011
"16,000",2011
"16,200",2011
"16,200",2011
"16,288",2011
"17,000",2011
"17,000",2011
"18,059",2011
"18,871",2011
"18,871",2011
"19,276",2011
"19,651",2011
"19,799",2011
"20,000",2011
"20,000",2011
"20,000",2011
"20,744",2011
"20,744",2011
"22,001",2011
"22,568",2011
"23,500",2011
"24,361",2011
"24,903",2011
"25,000",2011
"25,330",2011
"25,330",2011
"29,143",2011
"31,000",2011
"31,125",2011
"31,931",2011
"32,008",2011
"32,390",2011
"34,000",2011
"36,000",2011
"37,000",2011
"37,000",2011
"40,000",2011
"43,000",2011
"50,000",2011
"55,000",2011
"60,000",2011
"63,425",2011
"63,425",2011
"63,587",2011
"68,063",2011
"69,000",2011
"70,000",2011
"72,000",2011
"78,000",2011
"78,042",2011
"79,000",2011
"80,000",2011
"82,265",2011
"84,000",2011
"84,000",2011
"89,519",2011
"91,763",2011
"93,500",2011
"93,500",2011
"94,000",2011
"100,000",2011
"132,940",2011
"133,000",2011
"142,000",2011
"156,000",2011
"156,000",2011
"176,300",2011
"176,567",2011
"200,000",2011
"210,000",2011
"231,400",2011
"231,400",2011
"300,000",2011
"300,000",2011
"300,000",2011
"360,000",2011
"400,000",2011
"400,000",2011
"400,000",2011
"514,330",2011
"514,330",2011
"943,434",2011
"1,000,000",2011
"1,055,490",2011
"1,290,000",2011
"1,600,000",2011
"1,700,000",2011
"1,700,000",2011
"1,900,000",2011
"1,900,000",2011
"3,000,000",2011
"3,500,000",2011
"4,240,000",2011
"4,900,000",2011
"5,117,800",2011
"18,000,000",2011
"35,000,000",2011
"101,600,000",2011
"250,000,000",2011
10,2012
10,2012
11,2012
12,2012
12,2012
12,2012
12,2012
13,2012
13,2012
15,2012
15,2012
15,2012
15,2012
15,2012
16,2012
16,2012
16,2012
18,2012
18,2012
20,2012
20,2012
21,2012
22,2012
23,2012
24,2012
28,2012
30,2012
30,2012
30,2012
30,2012
30,2012
31,2012
32,2012
32,2012
34,2012
36,2012
36,2012
37,2012
39,2012
39,2012
39,2012
39,2012
40,2012
40,2012
42,2012
44,2012
45,2012
45,2012
50,2012
50,2012
50,2012
50,2012
54,2012
56,2012
56,2012
66,2012
72,2012
79,2012
81,2012
86,2012
100,2012
100,2012
100,2012
100,2012
100,2012
100,2012
100,2012
100,2012
100,2012
101,2012
102,2012
108,2012
111,2012
121,2012
123,2012
125,2012
130,2012
130,2012
150,2012
159,2012
168,2012
170,2012
170,2012
180,2012
180,2012
180,2012
184,2012
200,2012
200,2012
200,2012
200,2012
201,2012
203,2012
214,2012
218,2012
219,2012
220,2012
227,2012
230,2012
236,2012
250,2012
250,2012
250,2012
250,2012
256,2012
258,2012
279,2012
282,2012
284,2012
291,2012
294,2012
300,2012
300,2012
300,2012
300,2012
330,2012
340,2012
350,2012
350,2012
353,2012
363,2012
391,2012
400,2012
400,2012
400,2012
400,2012
400,2012
416,2012
434,2012
442,2012
445,2012
450,2012
454,2012
461,2012
480,2012
480,2012
500,2012
500,2012
500,2012
500,2012
500,2012
500,2012
500,2012
500,2012
500,2012
501,2012
502,2012
508,2012
508,2012
513,2012
513,2012
518,2012
540,2012
540,2012
549,2012
550,2012
550,2012
555,2012
555,2012
555,2012
566,2012
566,2012
567,2012
568,2012
577,2012
577,2012
585,2012
585,2012
591,2012
600,2012
600,2012
600,2012
600,2012
603,2012
613,2012
615,2012
615,2012
617,2012
632,2012
632,2012
638,2012
638,2012
640,2012
642,2012
647,2012
647,2012
650,2012
660,2012
674,2012
683,2012
683,2012
686,2012
687,2012
698,2012
700,2012
700,2012
700,2012
702,2012
703,2012
708,2012
712,2012
712,2012
719,2012
721,2012
728,2012
728,2012
741,2012
745,2012
745,2012
745,2012
750,2012
750,2012
750,2012
754,2012
754,2012
756,2012
771,2012
771,2012
800,2012
800,2012
824,2012
824,2012
824,2012
824,2012
844,2012
844,2012
847,2012
850,2012
870,2012
875,2012
875,2012
880,2012
883,2012
925,2012
925,2012
940,2012
942,2012
942,2012
948,2012
950,2012
955,2012
955,2012
961,2012
961,2012
980,2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,000",2012
"1,017",2012
"1,017",2012
"1,018",2012
"1,073",2012
"1,090",2012
"1,090",2012
"1,100",2012
"1,100",2012
"1,100",2012
"1,102",2012
"1,102",2012
"1,134",2012
"1,134",2012
"1,137",2012
"1,137",2012
"1,175",2012
"1,182",2012
"1,182",2012
"1,200",2012
"1,200",2012
"1,219",2012
"1,219",2012
"1,229",2012
"1,240",2012
"1,253",2012
"1,287",2012
"1,287",2012
"1,290",2012
"1,298",2012
"1,300",2012
"1,300",2012
"1,300",2012
"1,306",2012
"1,306",2012
"1,313",2012
"1,332",2012
"1,366",2012
"1,370",2012
"1,370",2012
"1,370",2012
"1,400",2012
"1,409",2012
"1,423",2012
"1,431",2012
"1,442",2012
"1,444",2012
"1,444",2012
"1,444",2012
"1,500",2012
"1,500",2012
"1,500",2012
"1,500",2012
"1,500",2012
"1,500",2012
"1,504",2012
"1,504",2012
"1,549",2012
"1,549",2012
"1,593",2012
"1,597",2012
"1,655",2012
"1,670",2012
"1,670",2012
"1,700",2012
"1,700",2012
"1,749",2012
"1,749",2012
"1,755",2012
"1,784",2012
"1,818",2012
"1,846",2012
"1,846",2012
"1,871",2012
"1,900",2012
"1,900",2012
"1,926",2012
"1,945",2012
"1,972",2012
"2,000",2012
"2,000",2012
"2,000",2012
"2,000",2012
"2,000",2012
"2,000",2012
"2,000",2012
"2,026",2012
"2,038",2012
"2,067",2012
"2,070",2012
"2,088",2012
"2,100",2012
"2,100",2012
"2,100",2012
"2,109",2012
"2,159",2012
"2,159",2012
"2,200",2012
"2,200",2012
"2,258",2012
"2,264",2012
"2,300",2012
"2,300",2012
"2,300",2012
"2,300",2012
"2,365",2012
"2,376",2012
"2,376",2012
"2,457",2012
"2,462",2012
"2,480",2012
"2,500",2012
"2,500",2012
"2,500",2012
"2,533",2012
"2,557",2012
"2,559",2012
"2,560",2012
"2,575",2012
"2,643",2012
"2,700",2012
"2,700",2012
"2,700",2012
"2,743",2012
"2,743",2012
"2,777",2012
"2,863",2012
"2,875",2012
"2,900",2012
"2,900",2012
"2,905",2012
"2,917",2012
"2,917",2012
"2,937",2012
"2,988",2012
"3,000",2012
"3,000",2012
"3,000",2012
"3,000",2012
"3,000",2012
"3,000",2012
"3,000",2012
"3,031",2012
"3,040",2012
"3,100",2012
"3,100",2012
"3,183",2012
"3,183",2012
"3,200",2012
"3,212",2012
"3,410",2012
"3,440",2012
"3,482",2012
"3,500",2012
"3,503",2012
"3,600",2012
"3,600",2012
"3,645",2012
"3,657",2012
"3,700",2012
"3,800",2012
"3,800",2012
"3,897",2012
"3,900",2012
"3,900",2012
"3,900",2012
"3,900",2012
"3,997",2012
"4,000",2012
"4,000",2012
"4,000",2012
"4,000",2012
"4,056",2012
"4,100",2012
"4,100",2012
"4,211",2012
"4,289",2012
"4,343",2012
"4,354",2012
"4,400",2012
"4,400",2012
"4,490",2012
"4,490",2012
"4,504",2012
"4,645",2012
"4,657",2012
"4,800",2012
"4,800",2012
"4,873",2012
"4,873",2012
"4,907",2012
"4,907",2012
"4,929",2012
"5,000",2012
"5,600",2012
"5,700",2012
"5,713",2012
"5,713",2012
"5,748",2012
"5,827",2012
"5,860",2012
"6,262",2012
"6,300",2012
"6,378",2012
"6,400",2012
"6,601",2012
"6,601",2012
"6,678",2012
"6,745",2012
"6,745",2012
"6,831",2012
"6,831",2012
"7,000",2012
"7,000",2012
"7,000",2012
"7,000",2012
"7,067",2012
"7,067",2012
"7,100",2012
"7,121",2012
"7,226",2012
"7,461",2012
"7,500",2012
"7,606",2012
"7,700",2012
"7,706",2012
"7,757",2012
"7,800",2012
"7,923",2012
"8,000",2012
"8,300",2012
"8,488",2012
"8,500",2012
"8,855",2012
"9,000",2012
"9,100",2012
"9,497",2012
"9,500",2012
"9,558",2012
"9,565",2012
"9,565",2012
"9,953",2012
"10,000",2012
"10,000",2012
"10,000",2012
"10,000",2012
"10,271",2012
"10,480",2012
"10,704",2012
"11,081",2012
"11,136",2012
"11,646",2012
"11,646",2012
"12,456",2012
"12,937",2012
"13,000",2012
"13,000",2012
"13,000",2012
"13,000",2012
"13,074",2012
"13,800",2012
"14,000",2012
"14,000",2012
"14,000",2012
"14,000",2012
"14,004",2012
"14,004",2012
"14,495",2012
"14,511",2012
"15,000",2012
"15,000",2012
"15,000",2012
"15,000",2012
"15,399",2012
"16,000",2012
"17,000",2012
"17,000",2012
"17,000",2012
"17,000",2012
"17,130",2012
"18,000",2012
"18,000",2012
"18,000",2012
"18,763",2012
"18,931",2012
"19,000",2012
"19,100",2012
"19,100",2012
"20,000",2012
"20,000",2012
"20,915",2012
"21,000",2012
"23,000",2012
"23,246",2012
"26,000",2012
"27,000",2012
"27,098",2012
"27,257",2012
"27,799",2012
"27,800",2012
"28,000",2012
"28,187",2012
"28,893",2012
"29,000",2012
"30,000",2012
"30,000",2012
"30,000",2012
"31,800",2012
"32,000",2012
"35,488",2012
"35,959",2012
"36,000",2012
"42,000",2012
"42,000",2012
"46,943",2012
"50,000",2012
"50,000",2012
"50,000",2012
"55,000",2012
"55,000",2012
"56,820",2012
"64,846",2012
"64,846",2012
"65,700",2012
"65,700",2012
"66,601",2012
"66,601",2012
"71,000",2012
"72,794",2012
"81,000",2012
"82,000",2012
"86,000",2012
"87,667",2012
"95,000",2012
"100,000",2012
"100,000",2012
"100,000",2012
"100,000",2012
"102,153",2012
"105,646",2012
"110,795",2012
"116,506",2012
"123,201",2012
"171,000",2012
"189,489",2012
"200,000",2012
"200,050",2012
"228,435",2012
"228,435",2012
"235,000",2012
"260,000",2012
"300,000",2012
"315,000",2012
"315,000",2012
"350,000",2012
"350,000",2012
"400,000",2012
"420,000",2012
"453,492",2012
"650,000",2012
"654,000",2012
"701,000",2012
"780,000",2012
"780,000",2012
"800,000",2012
"1,000,000",2012
"1,000,000",2012
"1,245,000",2012
"3,000,000",2012
"6,400,000",2012
"6,500,000",2012
"7,000,000",2012
"24,000,000",2012
"68,000,000",2012
"167,000,000",2012
4,2013
8,2013
10,2013
14,2013
18,2013
20,2013
22,2013
23,2013
25,2013
25,2013
30,2013
40,2013
45,2013
50,2013
55,2013
75,2013
78,2013
80,2013
87,2013
100,2013
100,2013
100,2013
100,2013
106,2013
111,2013
115,2013
124,2013
125,2013
132,2013
140,2013
164,2013
180,2013
200,2013
200,2013
200,2013
200,2013
232,2013
261,2013
283,2013
300,2013
300,2013
300,2013
311,2013
400,2013
400,2013
407,2013
419,2013
430,2013
433,2013
441,2013
456,2013
466,2013
480,2013
500,2013
500,2013
500,2013
500,2013
500,2013
500,2013
501,2013
517,2013
517,2013
527,2013
532,2013
532,2013
532,2013
532,2013
535,2013
537,2013
537,2013
537,2013
539,2013
539,2013
550,2013
550,2013
554,2013
566,2013
566,2013
566,2013
571,2013
579,2013
589,2013
596,2013
596,2013
603,2013
606,2013
606,2013
609,2013
609,2013
610,2013
610,2013
628,2013
629,2013
629,2013
631,2013
635,2013
643,2013
647,2013
651,2013
651,2013
652,2013
654,2013
654,2013
674,2013
678,2013
679,2013
686,2013
687,2013
687,2013
697,2013
700,2013
700,2013
700,2013
700,2013
710,2013
710,2013
716,2013
725,2013
750,2013
750,2013
778,2013
788,2013
789,2013
800,2013
800,2013
800,2013
818,2013
818,2013
832,2013
834,2013
834,2013
842,2013
852,2013
857,2013
877,2013
900,2013
900,2013
915,2013
915,2013
916,2013
919,2013
921,2013
921,2013
940,2013
945,2013
949,2013
949,2013
950,2013
959,2013
960,2013
960,2013
979,2013
998,2013
"1,000",2013
"1,000",2013
"1,000",2013
"1,001",2013
"1,009",2013
"1,009",2013
"1,015",2013
"1,015",2013
"1,025",2013
"1,033",2013
"1,039",2013
"1,039",2013
"1,067",2013
"1,067",2013
"1,076",2013
"1,087",2013
"1,093",2013
"1,093",2013
"1,100",2013
"1,100",2013
"1,103",2013
"1,103",2013
"1,105",2013
"1,127",2013
"1,167",2013
"1,167",2013
"1,167",2013
"1,180",2013
"1,182",2013
"1,184",2013
"1,200",2013
"1,200",2013
"1,200",2013
"1,200",2013
"1,217",2013
"1,222",2013
"1,279",2013
"1,290",2013
"1,300",2013
"1,300",2013
"1,300",2013
"1,300",2013
"1,300",2013
"1,307",2013
"1,310",2013
"1,310",2013
"1,315",2013
"1,344",2013
"1,350",2013
"1,357",2013
"1,360",2013
"1,360",2013
"1,361",2013
"1,368",2013
"1,382",2013
"1,386",2013
"1,396",2013
"1,396",2013
"1,400",2013
"1,400",2013
"1,400",2013
"1,407",2013
"1,416",2013
"1,416",2013
"1,456",2013
"1,456",2013
"1,471",2013
"1,483",2013
"1,499",2013
"1,499",2013
"1,500",2013
"1,500",2013
"1,500",2013
"1,519",2013
"1,556",2013
"1,566",2013
"1,573",2013
"1,580",2013
"1,586",2013
"1,586",2013
"1,670",2013
"1,678",2013
"1,683",2013
"1,700",2013
"1,700",2013
"1,746",2013
"1,771",2013
"1,800",2013
"1,800",2013
"1,819",2013
"1,825",2013
"1,837",2013
"1,837",2013
"1,891",2013
"1,891",2013
"1,900",2013
"1,900",2013
"1,911",2013
"1,911",2013
"1,920",2013
"1,924",2013
"1,955",2013
"1,955",2013
"2,000",2013
"2,000",2013
"2,000",2013
"2,000",2013
"2,000",2013
"2,029",2013
"2,045",2013
"2,045",2013
"2,080",2013
"2,082",2013
"2,125",2013
"2,182",2013
"2,182",2013
"2,203",2013
"2,203",2013
"2,237",2013
"2,261",2013
"2,261",2013
"2,279",2013
"2,279",2013
"2,300",2013
"2,300",2013
"2,300",2013
"2,300",2013
"2,350",2013
"2,350",2013
"2,354",2013
"2,360",2013
"2,400",2013
"2,400",2013
"2,400",2013
"2,400",2013
"2,400",2013
"2,400",2013
"2,434",2013
"2,434",2013
"2,462",2013
"2,462",2013
"2,500",2013
"2,500",2013
"2,500",2013
"2,500",2013
"2,500",2013
"2,575",2013
"2,600",2013
"2,600",2013
"2,600",2013
"2,600",2013
"2,600",2013
"2,638",2013
"2,700",2013
"2,700",2013
"2,700",2013
"2,723",2013
"2,764",2013
"2,764",2013
"2,777",2013
"2,777",2013
"2,800",2013
"2,810",2013
"2,810",2013
"2,826",2013
"2,864",2013
"2,864",2013
"2,900",2013
"2,988",2013
"3,000",2013
"3,000",2013
"3,000",2013
"3,000",2013
"3,000",2013
"3,000",2013
"3,000",2013
"3,100",2013
"3,100",2013
"3,100",2013
"3,131",2013
"3,133",2013
"3,164",2013
"3,200",2013
"3,230",2013
"3,230",2013
"3,269",2013
"3,300",2013
"3,300",2013
"3,432",2013
"3,500",2013
"3,500",2013
"3,500",2013
"3,500",2013
"3,512",2013
"3,512",2013
"3,541",2013
"3,553",2013
"3,667",2013
"3,700",2013
"3,700",2013
"3,794",2013
"3,800",2013
"3,800",2013
"3,807",2013
"3,833",2013
"3,833",2013
"3,857",2013
"3,926",2013
"3,947",2013
"3,947",2013
"3,947",2013
"4,000",2013
"4,022",2013
"4,027",2013
"4,100",2013
"4,125",2013
"4,204",2013
"4,268",2013
"4,305",2013
"4,305",2013
"4,330",2013
"4,400",2013
"4,400",2013
"4,457",2013
"4,479",2013
"4,500",2013
"4,500",2013
"4,500",2013
"4,560",2013
"4,560",2013
"4,676",2013
"4,837",2013
"4,879",2013
"5,000",2013
"5,000",2013
"5,000",2013
"5,000",2013
"5,000",2013
"5,083",2013
"5,100",2013
"5,200",2013
"5,200",2013
"5,232",2013
"5,232",2013
"5,300",2013
"5,370",2013
"5,388",2013
"5,497",2013
"5,500",2013
"5,500",2013
"5,682",2013
"5,690",2013
"5,690",2013
"5,764",2013
"5,822",2013
"5,840",2013
"5,840",2013
"5,875",2013
"6,000",2013
"6,000",2013
"6,000",2013
"6,000",2013
"6,000",2013
"6,000",2013
"6,284",2013
"6,284",2013
"6,300",2013
"6,300",2013
"6,300",2013
"6,332",2013
"6,400",2013
"6,500",2013
"6,500",2013
"6,700",2013
"6,932",2013
"6,994",2013
"7,035",2013
"7,100",2013
"7,120",2013
"7,300",2013
"7,300",2013
"7,335",2013
"7,405",2013
"7,405",2013
"7,606",2013
"7,700",2013
"7,803",2013
"8,000",2013
"8,000",2013
"8,000",2013
"8,294",2013
"8,294",2013
"8,330",2013
"8,331",2013
"8,500",2013
"8,500",2013
"8,727",2013
"8,800",2013
"8,900",2013
"8,911",2013
"8,911",2013
"9,000",2013
"9,017",2013
"9,080",2013
"9,328",2013
"9,414",2013
"9,577",2013
"9,626",2013
"9,700",2013
"9,825",2013
"9,900",2013
"9,900",2013
"9,988",2013
"9,988",2013
"10,000",2013
"10,000",2013
"10,000",2013
"10,000",2013
"10,000",2013
"10,000",2013
"10,000",2013
"10,000",2013
"10,000",2013
"10,000",2013
"10,200",2013
"10,228",2013
"10,228",2013
"10,300",2013
"10,350",2013
"10,480",2013
"10,680",2013
"10,680",2013
"10,930",2013
"11,000",2013
"11,000",2013
"11,500",2013
"11,500",2013
"11,935",2013
"12,000",2013
"12,000",2013
"12,299",2013
"12,354",2013
"12,542",2013
"12,900",2013
"12,900",2013
"13,000",2013
"13,336",2013
"13,617",2013
"13,619",2013
"13,806",2013
"14,217",2013
"14,519",2013
"14,829",2013
"14,829",2013
"15,000",2013
"15,417",2013
"16,000",2013
"16,988",2013
"17,300",2013
"17,300",2013
"17,350",2013
"17,743",2013
"18,000",2013
"18,100",2013
"18,162",2013
"18,700",2013
"18,800",2013
"19,178",2013
"20,000",2013
"20,000",2013
"21,000",2013
"22,000",2013
"22,000",2013
"22,900",2013
"24,500",2013
"25,000",2013
"25,000",2013
"25,461",2013
"27,800",2013
"28,187",2013
"28,187",2013
"29,000",2013
"29,021",2013
"30,000",2013
"31,000",2013
"32,000",2013
"32,000",2013
"32,151",2013
"32,755",2013
"37,000",2013
"37,000",2013
"39,000",2013
"40,000",2013
"43,000",2013
"43,549",2013
"44,000",2013
"47,000",2013
"47,452",2013
"49,000",2013
"49,000",2013
"56,000",2013
"59,000",2013
"59,000",2013
"62,000",2013
"70,000",2013
"73,000",2013
"74,000",2013
"74,000",2013
"76,183",2013
"80,000",2013
"82,160",2013
"90,000",2013
"100,000",2013
"100,000",2013
"100,000",2013
"100,000",2013
"104,000",2013
"109,000",2013
"110,000",2013
"115,775",2013
"120,000",2013
"125,000",2013
"127,000",2013
"144,963",2013
"146,000",2013
"160,000",2013
"182,000",2013
"187,533",2013
"189,489",2013
"250,000",2013
"277,000",2013
"277,014",2013
"300,000",2013
"400,000",2013
"405,000",2013
"465,000",2013
"729,000",2013
"840,000",2013
"850,000",2013
"860,000",2013
"1,000,000",2013
"2,000,000",2013
"2,490,000",2013
"2,600,000",2013
"2,900,000",2013
"3,100,000",2013
"4,000,000",2013
"4,029,530",2013
"6,000,000",2013
"29,000,000",2013
"40,000,000",2013
"50,000,000",2013
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
1,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
2,2014
3,2014
3,2014
3,2014
3,2014
3,2014
3,2014
3,2014
3,2014
3,2014
4,2014
4,2014
4,2014
4,2014
4,2014
4,2014
5,2014
5,2014
5,2014
5,2014
5,2014
5,2014
5,2014
5,2014
6,2014
6,2014
6,2014
6,2014
6,2014
7,2014
7,2014
7,2014
8,2014
8,2014
8,2014
9,2014
10,2014
10,2014
10,2014
10,2014
11,2014
11,2014
11,2014
11,2014
11,2014
11,2014
12,2014
12,2014
12,2014
12,2014
12,2014
13,2014
14,2014
14,2014
15,2014
15,2014
15,2014
15,2014
16,2014
16,2014
16,2014
16,2014
16,2014
17,2014
17,2014
17,2014
18,2014
18,2014
18,2014
18,2014
19,2014
19,2014
19,2014
22,2014
23,2014
23,2014
23,2014
25,2014
25,2014
25,2014
26,2014
26,2014
27,2014
27,2014
27,2014
28,2014
28,2014
29,2014
29,2014
30,2014
32,2014
33,2014
33,2014
34,2014
36,2014
37,2014
40,2014
40,2014
41,2014
41,2014
43,2014
45,2014
46,2014
47,2014
47,2014
49,2014
53,2014
57,2014
59,2014
63,2014
74,2014
78,2014
80,2014
81,2014
91,2014
92,2014
93,2014
97,2014
109,2014
127,2014
129,2014
138,2014
151,2014
155,2014
180,2014
197,2014
210,2014
248,2014
286,2014
300,2014
300,2014
331,2014
336,2014
350,2014
350,2014
371,2014
375,2014
379,2014
396,2014
413,2014
441,2014
467,2014
469,2014
500,2014
500,2014
500,2014
500,2014
500,2014
502,2014
504,2014
507,2014
520,2014
521,2014
522,2014
523,2014
527,2014
530,2014
531,2014
540,2014
542,2014
543,2014
548,2014
548,2014
550,2014
563,2014
566,2014
568,2014
571,2014
580,2014
585,2014
586,2014
586,2014
592,2014
593,2014
593,2014
594,2014
595,2014
600,2014
605,2014
611,2014
616,2014
617,2014
620,2014
620,2014
623,2014
629,2014
643,2014
657,2014
661,2014
661,2014
675,2014
677,2014
680,2014
683,2014
692,2014
697,2014
707,2014
715,2014
720,2014
725,2014
727,2014
750,2014
767,2014
789,2014
793,2014
800,2014
802,2014
810,2014
826,2014
833,2014
835,2014
836,2014
836,2014
841,2014
842,2014
843,2014
858,2014
858,2014
860,2014
862,2014
872,2014
914,2014
937,2014
941,2014
948,2014
953,2014
979,2014
982,2014
999,2014
"1,000",2014
"1,000",2014
"1,000",2014
"1,000",2014
"1,000",2014
"1,008",2014
"1,074",2014
"1,079",2014
"1,079",2014
"1,085",2014
"1,087",2014
"1,087",2014
"1,100",2014
"1,139",2014
"1,139",2014
"1,142",2014
"1,144",2014
"1,145",2014
"1,175",2014
"1,175",2014
"1,176",2014
"1,179",2014
"1,200",2014
"1,208",2014
"1,251",2014
"1,253",2014
"1,256",2014
"1,296",2014
"1,300",2014
"1,304",2014
"1,320",2014
"1,326",2014
"1,339",2014
"1,361",2014
"1,400",2014
"1,400",2014
"1,411",2014
"1,420",2014
"1,449",2014
"1,464",2014
"1,488",2014
"1,489",2014
"1,500",2014
"1,511",2014
"1,600",2014
"1,607",2014
